id,pilot,planet,passenger,trip_completed,trip_requested,trip_started,trip_ended,price,pilot_rating,passenger_rating
3937,51,4,892,1,1511196683.0,1511197127.0,1511199872.0,1270.0,5.0,5.0
3938,11,3,360,1,1506579376.0,1506580040.0,1506581539.0,649.0,5.0,5.0
3939,13,5,426,0,1511115271.0,1511115485.0,1511116551.0,615.0,5.0,3.0
3940,96,3,895,1,1503563945.0,1503564579.0,1503566525.0,958.0,5.0,5.0
3941,72,3,205,1,1514332895.0,1514333132.0,1514336007.0,1062.0,5.0,5.0
3942,55,5,611,1,1513641770.0,1513642390.0,1513644894.0,951.0,4.0,5.0
3943,78,2,773,1,1514297312.0,1514298041.0,1514298678.0,448.0,3.0,5.0
3944,42,3,599,1,1495960221.0,1495961004.0,1495963224.0,1065.0,5.0,2.0
3945,2,5,718,0,1513644527.0,1513644743.0,1513645165.0,326.0,5.0,3.0
3946,43,1,33,0,1513750326.0,1513750390.0,1513753386.0,1098.0,5.0,4.0
3947,14,2,965,1,1500960862.0,1500961463.0,1500965011.0,1264.0,5.0,4.0
3948,70,4,892,1,1512916001.0,1512916721.0,1512918680.0,964.0,5.0,5.0
3949,43,1,311,1,1514750888.0,1514751748.0,1514754034.0,885.0,5.0,3.0
3950,15,5,124,1,1513623100.0,1513623683.0,1513626976.0,1484.0,5.0,5.0
3951,7,5,671,1,1507981702.0,1507981814.0,1507982735.0,559.0,5.0,2.0
3952,11,3,999,1,1504826957.0,1504827449.0,1504829024.0,672.0,4.0,5.0
3953,72,3,809,1,1513066491.0,1513066946.0,1513067754.0,515.0,5.0,5.0
3954,42,3,663,1,1496236968.0,1496237597.0,1496239002.0,747.0,5.0,5.0
3955,57,3,502,1,1508945257.0,1508945335.0,1508946705.0,734.0,5.0,5.0
3956,65,5,281,1,1507652135.0,1507653006.0,1507653838.0,524.0,5.0,5.0
3957,57,3,28,1,1510378292.0,1510378609.0,1510380889.0,883.0,5.0,5.0
3958,11,3,888,1,1514758905.0,1514759159.0,1514760219.0,517.0,5.0,5.0
3959,65,5,107,1,1490138572.0,1490139005.0,1490140040.0,510.0,5.0,5.0
3960,14,2,676,1,1503470521.0,1503471154.0,1503472933.0,733.0,5.0,5.0
3961,25,3,961,1,1511190402.0,1511190773.0,1511192491.0,870.0,5.0,3.0
3962,13,5,577,1,1501979596.0,1501979677.0,1501980371.0,408.0,5.0,3.0
3963,56,3,16,1,1513416642.0,1513417402.0,1513419448.0,1304.0,5.0,5.0
3964,65,5,270,1,1499866642.0,1499867487.0,1499868804.0,713.0,5.0,5.0
3965,4,3,701,0,1495087837.0,1495088346.0,1495089280.0,480.0,1.0,4.0
3966,69,3,519,1,1499079509.0,1499079739.0,1499080635.0,549.0,3.0,5.0
3967,65,5,86,1,1489586190.0,1489586485.0,1489588854.0,1123.0,5.0,4.0
3968,58,3,167,1,1514750096.0,1514750709.0,1514751712.0,591.0,5.0,4.0
3969,78,2,896,1,1509802202.0,1509802311.0,1509805157.0,1309.0,5.0,5.0
3970,57,3,628,1,1511558855.0,1511559041.0,1511561767.0,1017.0,4.0,5.0
3971,35,2,882,1,1513721797.0,1513722462.0,1513723435.0,491.0,5.0,5.0
3972,25,3,622,1,1512817847.0,1512818350.0,1512821337.0,1364.0,3.0,4.0
3973,72,3,555,1,1512291645.0,1512292268.0,1512293583.0,910.0,3.0,5.0
3974,12,6,350,1,1513592847.0,1513593291.0,1513596183.0,1327.0,5.0,5.0
3975,47,6,606,1,1513323930.0,1513324277.0,1513326351.0,822.0,5.0,5.0
3976,55,5,646,1,1508772180.0,1508772252.0,1508773757.0,786.0,5.0,3.0
3977,35,2,693,1,1514529068.0,1514529714.0,1514530457.0,422.0,1.0,2.0
3978,5,3,93,1,1512158214.0,1512158764.0,1512159849.0,623.0,5.0,5.0
3979,47,6,563,1,1514702497.0,1514702714.0,1514703751.0,511.0,1.0,5.0
3980,96,3,649,1,1509682638.0,1509682805.0,1509683984.0,553.0,1.0,2.0
3981,72,3,401,1,1510437037.0,1510437380.0,1510440809.0,1228.0,5.0,5.0
3982,43,1,656,1,1508113510.0,1508113969.0,1508116281.0,893.0,4.0,1.0
3983,47,6,792,1,1511038207.0,1511038469.0,1511039040.0,371.0,5.0,5.0
3984,2,5,86,1,1512486089.0,1512486630.0,1512488458.0,912.0,5.0,3.0
3985,60,1,95,1,1508856634.0,1508856801.0,1508857778.0,581.0,5.0,5.0
3986,85,3,292,1,1507754871.0,1507755528.0,1507757717.0,856.0,2.0,3.0
3988,1,2,0,1,1514168378.0,1514169173.0,1514170761.0,676.0,2.0,5.0
3989,96,3,404,1,1503050400.0,1503050543.0,1503051634.0,625.0,5.0,5.0
3990,7,5,31,0,1495364471.0,1495364782.0,1495368208.0,1536.0,3.0,5.0
3991,57,3,286,1,1508603781.0,1508604158.0,1508607549.0,1522.0,5.0,5.0
3992,72,3,504,1,1513338243.0,1513338439.0,1513339187.0,491.0,5.0,5.0
3994,11,3,507,1,1514278303.0,1514279048.0,1514281770.0,1261.0,5.0,5.0
3995,2,5,941,0,1512574185.0,1512574574.0,1512576329.0,884.0,5.0,5.0
3996,43,1,749,1,1506862117.0,1506862389.0,1506865427.0,1384.0,5.0,5.0
3997,60,1,862,1,1513038245.0,1513038428.0,1513041572.0,1143.0,5.0,5.0
3998,25,3,906,1,1512266165.0,1512266337.0,1512267919.0,674.0,5.0,5.0
3999,56,3,608,1,1514306495.0,1514307343.0,1514308772.0,757.0,5.0,5.0
4000,29,3,620,1,1510344494.0,1510344579.0,1510345893.0,594.0,5.0,5.0
4001,46,3,246,1,1508528760.0,1508528893.0,1508529247.0,338.0,5.0,4.0
4003,58,3,621,1,1511751064.0,1511751426.0,1511754829.0,1220.0,5.0,5.0
4004,4,3,450,1,1513968900.0,1513969795.0,1513971648.0,922.0,5.0,5.0
4005,15,5,634,1,1512544290.0,1512544907.0,1512545815.0,472.0,5.0,2.0
4006,14,2,89,1,1511688781.0,1511689082.0,1511690623.0,1032.0,5.0,5.0
4007,72,3,847,1,1514194544.0,1514195083.0,1514195682.0,523.0,5.0,5.0
4008,72,3,56,1,1512230074.0,1512230956.0,1512231918.0,575.0,1.0,4.0
4009,96,3,263,1,1511798448.0,1511798683.0,1511801486.0,1293.0,2.0,5.0
4010,76,3,417,1,1512270361.0,1512271186.0,1512274351.0,1149.0,5.0,5.0
4011,85,3,91,1,1506969054.0,1506969866.0,1506972747.0,1323.0,5.0,5.0
4012,58,3,319,1,1511838474.0,1511838918.0,1511840840.0,776.0,5.0,2.0
4013,96,3,37,1,1514725705.0,1514725894.0,1514728878.0,1363.0,3.0,1.0
4014,51,4,575,1,1512796318.0,1512796784.0,1512800158.0,1212.0,5.0,5.0
4015,76,3,910,1,1514607434.0,1514607686.0,1514610257.0,971.0,5.0,5.0
4016,74,4,551,1,1514528829.0,1514529218.0,1514531461.0,872.0,1.0,3.0
4017,93,3,842,1,1492478400.0,1492478619.0,1492480459.0,751.0,5.0,5.0
4018,74,4,448,1,1504692469.0,1504692912.0,1504695011.0,1018.0,5.0,5.0
4019,95,5,646,1,1514482069.0,1514482489.0,1514484662.0,1373.0,4.0,5.0
4020,38,2,950,1,1513114118.0,1513114999.0,1513116766.0,730.0,5.0,5.0
4021,2,5,287,1,1511515503.0,1511515671.0,1511518192.0,1561.0,5.0,5.0
4022,47,6,774,1,1513267233.0,1513267783.0,1513270755.0,1359.0,2.0,5.0
4023,58,3,354,1,1514650289.0,1514650578.0,1514653164.0,1208.0,3.0,2.0
4024,74,4,405,1,1513399195.0,1513399602.0,1513400863.0,578.0,5.0,5.0
4025,2,5,451,1,1511403919.0,1511404615.0,1511406590.0,792.0,5.0,5.0
4028,78,2,705,1,1508206735.0,1508207139.0,1508208614.0,642.0,5.0,5.0
4029,29,3,50,1,1513937030.0,1513937485.0,1513938192.0,475.0,3.0,5.0
4030,13,5,443,0,1501605281.0,1501605723.0,1501607302.0,815.0,5.0,5.0
4031,1,2,705,1,1514748128.0,1514748300.0,1514749984.0,856.0,5.0,5.0
4032,74,4,610,1,1504631872.0,1504632242.0,1504635214.0,1804.0,5.0,5.0
4033,74,4,118,1,1509566178.0,1509566522.0,1509566869.0,335.0,5.0,5.0
4034,60,1,402,1,1513266835.0,1513267384.0,1513268940.0,806.0,5.0,5.0
4035,5,3,847,1,1510440636.0,1510440717.0,1510444067.0,1204.0,5.0,5.0
4036,25,3,81,1,1511474321.0,1511474441.0,1511477369.0,1078.0,5.0,5.0
4037,22,5,172,1,1505899777.0,1505899955.0,1505903554.0,2143.0,5.0,5.0
4038,71,3,100,1,1514117859.0,1514118580.0,1514120209.0,835.0,5.0,4.0
4039,65,5,818,1,1513003047.0,1513003821.0,1513005289.0,772.0,2.0,4.0
4040,60,1,116,1,1509769882.0,1509770159.0,1509771555.0,618.0,5.0,5.0
4041,13,5,497,1,1512458205.0,1512458572.0,1512460737.0,849.0,5.0,5.0
4042,93,3,870,1,1512975709.0,1512976264.0,1512976950.0,405.0,5.0,4.0
4043,4,3,994,1,1511833580.0,1511833796.0,1511835196.0,619.0,4.0,1.0
4044,46,3,515,1,1513942547.0,1513942924.0,1513946281.0,1509.0,3.0,5.0
4045,65,5,329,1,1512828881.0,1512829369.0,1512830556.0,662.0,5.0,5.0
4046,76,3,180,1,1510905061.0,1510905878.0,1510908118.0,871.0,5.0,3.0
4047,25,3,133,1,1509228683.0,1509229319.0,1509231300.0,794.0,5.0,5.0
4048,4,3,870,0,1503992254.0,1503992821.0,1503993603.0,434.0,5.0,1.0
4050,43,1,95,1,1503701265.0,1503701756.0,1503703936.0,853.0,5.0,5.0
4051,13,5,561,1,1508791230.0,1508791627.0,1508794096.0,940.0,5.0,5.0
4052,8,3,565,1,1514668954.0,1514669290.0,1514670560.0,580.0,5.0,5.0
4053,78,2,442,1,1503412419.0,1503412648.0,1503413688.0,605.0,4.0,4.0
4054,35,2,562,1,1512173422.0,1512173648.0,1512175668.0,805.0,5.0,4.0
4055,78,2,312,1,1511609395.0,1511609827.0,1511611775.0,959.0,5.0,5.0
4056,85,3,716,1,1513316570.0,1513317005.0,1513317369.0,309.0,5.0,5.0
4057,76,3,150,1,1507774622.0,1507775431.0,1507778128.0,1009.0,5.0,4.0
4058,47,6,323,1,1512147453.0,1512148287.0,1512148740.0,376.0,5.0,3.0
4059,69,3,128,1,1507289289.0,1507289378.0,1507292079.0,1253.0,2.0,5.0
4060,65,5,274,1,1512819889.0,1512820686.0,1512821728.0,606.0,5.0,5.0
4061,55,5,465,1,1513512384.0,1513512997.0,1513515689.0,1249.0,5.0,1.0
4062,7,5,390,1,1495608297.0,1495608510.0,1495609934.0,627.0,5.0,5.0
4063,5,3,318,1,1511165347.0,1511165952.0,1511168564.0,1218.0,5.0,1.0
4064,14,2,462,1,1513920712.0,1513921056.0,1513924295.0,1171.0,5.0,5.0
4065,12,6,61,1,1511157867.0,1511158080.0,1511158435.0,306.0,5.0,5.0
4066,35,2,905,1,1514070518.0,1514071106.0,1514072861.0,726.0,5.0,5.0
4067,78,2,562,1,1507925623.0,1507926037.0,1507927540.0,650.0,5.0,1.0
4068,12,6,223,1,1508907809.0,1508908528.0,1508909346.0,445.0,5.0,5.0
4069,46,3,735,1,1513622887.0,1513623537.0,1513624784.0,686.0,5.0,4.0
4070,78,2,782,0,1506884402.0,1506885076.0,1506885906.0,523.0,4.0,5.0
4071,4,3,800,1,1505841705.0,1505842422.0,1505843854.0,973.0,5.0,4.0
4072,60,1,511,1,1513421994.0,1513422127.0,1513423388.0,691.0,5.0,1.0
4073,60,1,937,1,1508242286.0,1508242662.0,1508243022.0,340.0,5.0,5.0
4074,55,5,38,1,1513678874.0,1513679494.0,1513681620.0,1029.0,5.0,5.0
4075,25,3,793,1,1505529520.0,1505530218.0,1505532958.0,1021.0,5.0,5.0
4076,57,3,557,1,1509822037.0,1509822561.0,1509825270.0,1256.0,5.0,5.0
4077,15,5,160,0,1512999001.0,1512999882.0,1513000214.0,329.0,5.0,2.0
4078,95,5,902,1,1514153859.0,1514154082.0,1514154420.0,301.0,5.0,5.0
4079,65,5,270,1,1494963646.0,1494964288.0,1494965593.0,708.0,5.0,5.0
4080,8,3,513,1,1512693061.0,1512693311.0,1512695748.0,931.0,5.0,2.0
4081,74,4,564,0,1506981709.0,1506981966.0,1506983581.0,684.0,5.0,5.0
4082,2,5,508,1,1513491054.0,1513491116.0,1513491441.0,297.0,5.0,5.0
4083,11,3,246,1,1505763817.0,1505764227.0,1505765743.0,791.0,5.0,5.0
4084,14,2,875,1,1514708258.0,1514708986.0,1514709333.0,335.0,5.0,5.0
4085,8,3,263,1,1514175390.0,1514175527.0,1514178822.0,1188.0,5.0,5.0
4086,76,3,817,1,1497227565.0,1497228197.0,1497230436.0,871.0,5.0,2.0
4087,6,3,151,1,1497366983.0,1497367838.0,1497370997.0,1432.0,4.0,5.0
4088,70,4,797,1,1502639456.0,1502640354.0,1502642000.0,841.0,1.0,1.0
4089,22,5,38,1,1511826625.0,1511827119.0,1511827726.0,382.0,3.0,5.0
4090,8,3,730,1,1505855543.0,1505855825.0,1505858666.0,1052.0,5.0,5.0
4091,43,1,402,1,1513051912.0,1513052705.0,1513055593.0,1066.0,5.0,5.0
4092,71,3,824,1,1499724357.0,1499724659.0,1499725980.0,596.0,5.0,2.0
4093,13,5,939,1,1508816135.0,1508816208.0,1508819156.0,1084.0,5.0,5.0
4094,51,4,704,1,1511636701.0,1511637011.0,1511639008.0,978.0,5.0,5.0
4096,69,3,703,1,1505332110.0,1505332275.0,1505333838.0,809.0,3.0,5.0
4097,38,2,805,1,1512915671.0,1512916377.0,1512918336.0,964.0,5.0,5.0
4098,35,2,758,1,1511310200.0,1511310662.0,1511313999.0,1201.0,5.0,5.0
4099,11,3,371,1,1504438899.0,1504439005.0,1504441374.0,1123.0,5.0,5.0
4100,65,5,806,1,1513605942.0,1513606428.0,1513608911.0,1168.0,1.0,2.0
4101,65,5,130,1,1500333329.0,1500334065.0,1500337437.0,1211.0,4.0,5.0
4102,6,3,292,1,1513697992.0,1513698639.0,1513701786.0,1427.0,4.0,5.0
4103,76,3,477,1,1500993708.0,1500994352.0,1500995832.0,777.0,3.0,5.0
4104,78,2,173,1,1513110228.0,1513110828.0,1513114280.0,1235.0,5.0,5.0
4105,6,3,831,1,1512818711.0,1512819141.0,1512822217.0,1399.0,5.0,5.0
4106,1,2,275,1,1514230956.0,1514231492.0,1514233281.0,897.0,5.0,5.0
4107,76,3,483,1,1511976142.0,1511976755.0,1511977963.0,852.0,4.0,2.0
4108,12,6,717,1,1514583288.0,1514583558.0,1514586154.0,978.0,5.0,5.0
4109,96,3,607,1,1509651129.0,1509651433.0,1509654933.0,1564.0,1.0,5.0
4110,96,3,853,1,1498646272.0,1498647061.0,1498648051.0,586.0,1.0,5.0
4111,22,5,14,1,1513541070.0,1513541620.0,1513544688.0,1120.0,5.0,5.0
4112,42,3,151,1,1504394636.0,1504394955.0,1504398467.0,1253.0,2.0,1.0
4113,60,1,665,1,1509328391.0,1509328504.0,1509332050.0,1263.0,5.0,5.0
4114,25,3,649,1,1510590666.0,1510591309.0,1510593055.0,880.0,5.0,5.0
4115,6,3,724,1,1506723685.0,1506724242.0,1506727666.0,1227.0,2.0,2.0
4116,57,3,475,1,1506176835.0,1506177690.0,1506180245.0,1196.0,5.0,5.0
4117,42,3,887,1,1507431241.0,1507431338.0,1507434278.0,1081.0,2.0,1.0
4118,8,3,46,1,1506367187.0,1506367680.0,1506370153.0,1164.0,5.0,5.0
4120,76,3,599,1,1511217153.0,1511217684.0,1511221023.0,1201.0,5.0,5.0
4121,51,4,35,1,1514726628.0,1514727216.0,1514730098.0,1323.0,5.0,5.0
4122,60,1,95,1,1514186399.0,1514186820.0,1514188092.0,581.0,5.0,5.0
4123,43,1,408,1,1514199014.0,1514199436.0,1514202446.0,1373.0,5.0,5.0
4124,4,3,592,1,1501756461.0,1501756914.0,1501760354.0,1541.0,5.0,5.0
4125,85,3,112,1,1511504153.0,1511504680.0,1511505612.0,479.0,5.0,3.0
4126,13,5,537,1,1514511717.0,1514512098.0,1514514616.0,955.0,4.0,2.0
4128,69,3,831,1,1514206001.0,1514206518.0,1514206886.0,343.0,4.0,2.0
4129,8,3,928,1,1513202807.0,1513203490.0,1513204231.0,422.0,5.0,5.0
4130,13,5,329,1,1513731620.0,1513731775.0,1513734331.0,966.0,5.0,4.0
4131,56,3,292,1,1514015369.0,1514015852.0,1514018833.0,1094.0,2.0,5.0
4132,46,3,572,1,1507644691.0,1507645175.0,1507647434.0,1081.0,1.0,3.0
4133,14,2,374,1,1511979910.0,1511980061.0,1511983390.0,1498.0,5.0,5.0
4134,55,5,921,1,1512519752.0,1512519941.0,1512521092.0,545.0,5.0,5.0
4136,29,3,778,1,1506387868.0,1506388135.0,1506390759.0,987.0,3.0,5.0
4137,6,3,652,1,1513114366.0,1513114429.0,1513117033.0,981.0,5.0,3.0
4138,15,5,465,1,1512681984.0,1512682127.0,1512684069.0,782.0,5.0,5.0
4139,71,3,580,1,1509850625.0,1509851162.0,1509853148.0,795.0,5.0,5.0
4140,71,3,970,1,1497119986.0,1497120551.0,1497121305.0,494.0,5.0,2.0
4141,58,3,140,1,1514663458.0,1514663683.0,1514667190.0,1567.0,5.0,5.0
4142,15,5,566,1,1511985408.0,1511986139.0,1511988370.0,1070.0,5.0,2.0
4143,72,3,894,1,1512609608.0,1512610422.0,1512612530.0,832.0,5.0,5.0
4144,11,3,783,1,1511701591.0,1511702089.0,1511705105.0,1376.0,1.0,5.0
4145,15,5,903,1,1513828858.0,1513829505.0,1513830096.0,377.0,5.0,5.0
4146,57,3,888,1,1514132299.0,1514132558.0,1514133364.0,514.0,2.0,5.0
4147,15,5,147,1,1514384990.0,1514385290.0,1514385635.0,334.0,5.0,5.0
4148,71,3,827,1,1514713685.0,1514713927.0,1514715760.0,1189.0,5.0,5.0
4149,2,5,840,1,1513906485.0,1513907172.0,1513908026.0,456.0,5.0,5.0
4150,69,3,282,1,1513499992.0,1513500086.0,1513500869.0,505.0,4.0,5.0
4151,74,4,405,1,1512423751.0,1512424502.0,1512426995.0,947.0,5.0,4.0
4152,51,4,596,1,1510247905.0,1510248796.0,1510249132.0,381.0,5.0,2.0
4153,57,3,404,1,1505514862.0,1505514972.0,1505517336.0,909.0,3.0,4.0
4154,7,5,508,1,1511726833.0,1511727688.0,1511728270.0,374.0,5.0,5.0
4155,15,5,58,1,1513173001.0,1513173668.0,1513175934.0,1083.0,5.0,5.0
4156,38,2,746,1,1512936279.0,1512936943.0,1512940161.0,1165.0,5.0,5.0
4157,35,2,896,1,1510727434.0,1510727901.0,1510729176.0,582.0,5.0,1.0
4158,7,5,329,1,1506042394.0,1506043074.0,1506046266.0,1157.0,5.0,5.0
4159,71,3,992,1,1511169824.0,1511169923.0,1511172782.0,1743.0,4.0,1.0
4160,2,5,443,1,1507967027.0,1507967169.0,1507968427.0,577.0,5.0,5.0
4161,70,4,20,1,1502898831.0,1502899383.0,1502900526.0,645.0,5.0,5.0
4162,7,5,199,1,1498234881.0,1498235321.0,1498238235.0,1336.0,5.0,5.0
4163,70,4,955,1,1513297996.0,1513298198.0,1513301431.0,1169.0,5.0,2.0
4164,69,3,318,1,1504216385.0,1504217143.0,1504220271.0,1138.0,5.0,5.0
4165,76,3,224,1,1507582327.0,1507582960.0,1507586375.0,1224.0,5.0,2.0
4166,43,1,656,1,1509811572.0,1509812178.0,1509814314.0,1033.0,5.0,5.0
4167,60,1,492,1,1514603970.0,1514604751.0,1514607788.0,1111.0,5.0,1.0
4168,96,3,347,1,1509867271.0,1509867723.0,1509868553.0,448.0,1.0,5.0
4169,95,5,172,1,1514631404.0,1514632164.0,1514633298.0,642.0,2.0,5.0
4170,35,2,875,1,1514457729.0,1514458328.0,1514460297.0,967.0,5.0,2.0
4171,54,6,55,1,1512637434.0,1512637935.0,1512638661.0,592.0,5.0,5.0
4172,43,1,876,1,1514742432.0,1514742569.0,1514743903.0,920.0,4.0,5.0
4173,22,5,125,1,1505747422.0,1505747771.0,1505751253.0,1557.0,5.0,5.0
4174,11,3,906,1,1505582710.0,1505583201.0,1505585942.0,1680.0,3.0,5.0
4175,71,3,131,1,1512194724.0,1512195165.0,1512196987.0,746.0,5.0,2.0
4176,12,6,171,1,1511316034.0,1511316815.0,1511318122.0,592.0,5.0,2.0
4177,14,2,873,1,1503885488.0,1503885915.0,1503887563.0,694.0,5.0,5.0
4178,42,3,628,1,1505946938.0,1505947370.0,1505948791.0,626.0,5.0,2.0
4179,70,4,245,1,1503667200.0,1503667604.0,1503670527.0,1339.0,5.0,5.0
4180,72,3,2,1,1514022998.0,1514023746.0,1514027286.0,2111.0,5.0,5.0
4181,58,3,506,1,1509740370.0,1509740916.0,1509743898.0,1094.0,5.0,5.0
4182,76,3,151,1,1507453534.0,1507454038.0,1507456314.0,1429.0,5.0,5.0
4183,11,3,309,1,1512574584.0,1512575438.0,1512577183.0,880.0,5.0,5.0
4184,43,1,828,1,1503145346.0,1503146131.0,1503147005.0,540.0,1.0,5.0
4185,25,3,121,1,1506834250.0,1506834563.0,1506836923.0,907.0,3.0,5.0
4186,42,3,569,1,1513816867.0,1513817250.0,1513819490.0,871.0,4.0,5.0
4187,6,3,286,1,1502107822.0,1502108476.0,1502110489.0,985.0,5.0,5.0
4189,15,5,451,1,1514744144.0,1514744668.0,1514746723.0,1001.0,5.0,2.0
4190,11,3,778,1,1514474436.0,1514474810.0,1514475265.0,377.0,5.0,2.0
4191,55,5,779,1,1513873005.0,1513873418.0,1513875758.0,1112.0,3.0,5.0
4192,95,5,595,1,1514572858.0,1514573236.0,1514573928.0,469.0,5.0,5.0
4193,35,2,995,1,1511353161.0,1511353397.0,1511354221.0,521.0,5.0,5.0
4194,22,5,761,1,1512340480.0,1512340578.0,1512342071.0,647.0,4.0,1.0
4195,69,3,701,1,1507612478.0,1507612710.0,1507613321.0,383.0,4.0,5.0
4196,76,3,423,1,1507226610.0,1507227286.0,1507230855.0,1591.0,5.0,5.0
4197,70,4,446,1,1512818079.0,1512818683.0,1512820980.0,1095.0,5.0,5.0
4198,13,5,361,1,1511284704.0,1511284902.0,1511286444.0,1032.0,4.0,5.0
4199,47,6,548,1,1513193502.0,1513193966.0,1513197530.0,1589.0,5.0,5.0
4200,38,2,335,1,1514180494.0,1514181003.0,1514181960.0,487.0,5.0,5.0
4201,4,3,460,1,1511041100.0,1511041428.0,1511044833.0,1221.0,5.0,5.0
4202,43,1,33,1,1500277464.0,1500277872.0,1500279262.0,616.0,5.0,5.0
4203,38,2,23,1,1514184333.0,1514185022.0,1514185511.0,346.0,5.0,5.0
4204,35,2,269,1,1510652317.0,1510652805.0,1510653773.0,722.0,5.0,5.0
4205,8,3,249,1,1507424294.0,1507424363.0,1507427216.0,1055.0,5.0,5.0
4206,7,5,169,1,1513946952.0,1513947298.0,1513948411.0,634.0,5.0,3.0
4207,54,6,933,0,1502171166.0,1502171596.0,1502172997.0,620.0,5.0,5.0
4208,43,1,681,1,1513741768.0,1513742343.0,1513744559.0,864.0,5.0,5.0
4209,13,5,390,1,1509087448.0,1509088135.0,1509090476.0,902.0,5.0,5.0
4210,25,3,121,1,1503376051.0,1503376827.0,1503380214.0,1216.0,5.0,5.0
4211,5,3,73,1,1510416007.0,1510416143.0,1510417520.0,737.0,5.0,4.0
4212,65,5,574,1,1513542257.0,1513542572.0,1513543396.0,447.0,5.0,5.0
4213,1,2,873,1,1514306256.0,1514306780.0,1514308576.0,900.0,3.0,1.0
4214,42,3,969,1,1498148523.0,1498148696.0,1498151956.0,1471.0,5.0,1.0
4215,60,1,743,1,1511071171.0,1511071515.0,1511074196.0,1004.0,4.0,5.0
4216,93,3,475,1,1496322411.0,1496322987.0,1496325403.0,1142.0,3.0,1.0
4217,12,6,427,1,1512607966.0,1512608812.0,1512610804.0,797.0,2.0,5.0
4218,56,3,927,1,1512975064.0,1512975720.0,1512976897.0,553.0,5.0,5.0
4219,29,3,615,1,1502490898.0,1502491314.0,1502493018.0,711.0,5.0,5.0
4220,5,3,193,1,1512027593.0,1512027789.0,1512029047.0,577.0,5.0,5.0
4221,6,3,541,1,1513404260.0,1513404922.0,1513405713.0,437.0,4.0,5.0
4222,29,3,800,1,1506702891.0,1506703749.0,1506706233.0,1168.0,3.0,5.0
4223,72,3,428,1,1512098545.0,1512099044.0,1512100827.0,734.0,3.0,4.0
4224,29,3,917,1,1514034667.0,1514035300.0,1514036462.0,653.0,5.0,5.0
4225,43,1,656,1,1503163674.0,1503164563.0,1503164885.0,373.0,4.0,1.0
4226,93,3,68,1,1507326208.0,1507326366.0,1507328433.0,820.0,1.0,5.0
4227,7,5,771,1,1504173113.0,1504173370.0,1504175770.0,1495.0,5.0,5.0
4229,29,3,252,1,1505938731.0,1505939282.0,1505942830.0,1264.0,4.0,5.0
4230,60,1,681,1,1513431746.0,1513431908.0,1513433421.0,790.0,4.0,5.0
4231,74,4,534,1,1513845639.0,1513846181.0,1513848479.0,1096.0,5.0,5.0
4232,2,5,108,1,1511445633.0,1511446213.0,1511448312.0,1018.0,2.0,5.0
4233,69,3,100,1,1513018486.0,1513018993.0,1513021075.0,1011.0,5.0,5.0
4235,25,3,812,1,1512606360.0,1512606785.0,1512608651.0,759.0,5.0,5.0
4236,15,5,561,1,1512881455.0,1512881541.0,1512885066.0,1257.0,5.0,4.0
4237,71,3,741,1,1512340871.0,1512341542.0,1512342569.0,508.0,5.0,5.0
4238,25,3,459,1,1506753070.0,1506753548.0,1506756873.0,1197.0,5.0,5.0
4239,76,3,81,1,1510746792.0,1510747291.0,1510750694.0,1527.0,5.0,5.0
4240,78,2,641,1,1502928709.0,1502929031.0,1502931881.0,1054.0,5.0,5.0
4241,15,5,302,1,1512840188.0,1512840531.0,1512841520.0,734.0,5.0,1.0
4242,46,3,360,1,1507967870.0,1507968623.0,1507972068.0,1233.0,5.0,5.0
4244,93,3,249,0,1500500541.0,1500501408.0,1500504162.0,1026.0,1.0,5.0
4245,43,1,408,1,1513553412.0,1513553896.0,1513554635.0,421.0,2.0,5.0
4246,71,3,819,1,1507132738.0,1507133314.0,1507133630.0,323.0,5.0,1.0
4247,11,3,712,1,1508264612.0,1508264703.0,1508265146.0,372.0,4.0,5.0
4248,58,3,886,1,1512930094.0,1512930427.0,1512931564.0,643.0,4.0,5.0
4249,13,5,671,1,1503702574.0,1503702955.0,1503705200.0,873.0,1.0,5.0
4250,5,3,27,1,1511698385.0,1511699093.0,1511699960.0,538.0,5.0,5.0
4251,13,5,238,1,1509403138.0,1509403681.0,1509405757.0,822.0,4.0,2.0
4252,15,5,960,1,1512257054.0,1512257547.0,1512258670.0,536.0,5.0,5.0
4253,72,3,851,1,1511102724.0,1511103560.0,1511105574.0,985.0,5.0,2.0
4254,93,3,477,1,1495848559.0,1495849132.0,1495849953.0,446.0,5.0,5.0
4255,29,3,355,1,1507179744.0,1507180338.0,1507182844.0,951.0,5.0,5.0
4256,14,2,900,1,1501534938.0,1501535459.0,1501537721.0,878.0,5.0,3.0
4257,74,4,647,1,1509852602.0,1509852835.0,1509855037.0,860.0,5.0,1.0
4258,47,6,258,1,1513848913.0,1513848993.0,1513849495.0,471.0,5.0,1.0
4259,85,3,753,1,1508799100.0,1508799371.0,1508801170.0,739.0,5.0,5.0
4260,11,3,272,1,1507535614.0,1507536344.0,1507537707.0,608.0,5.0,5.0
4261,85,3,468,1,1514486943.0,1514487298.0,1514490763.0,1551.0,5.0,5.0
4262,78,2,752,1,1504232161.0,1504232898.0,1504236066.0,1150.0,5.0,1.0
4263,42,3,680,1,1514755779.0,1514756010.0,1514759554.0,1263.0,5.0,3.0
4264,95,5,363,1,1514666183.0,1514667043.0,1514669067.0,807.0,3.0,2.0
